seed,intervention,holdout_nll,holdout_accuracy,nll_delta_vs_intact,accuracy_delta_vs_intact,mean_active_mechanisms_per_token,mean_writers_per_token,mean_recipients_per_token,mechanism_load,role_mechanism_load,condition,holdout_brier,holdout_ece,holdout_max_confidence,holdout_true_class_probability,brier_delta_vs_intact,ece_delta_vs_intact,max_confidence_delta_vs_intact,true_class_probability_delta_vs_intact,read_slot_load,write_slot_load,mean_write_collision_rate,mean_routing_entropy,mean_routing_disagreement_rate
0,intact,0.002284472668,1.000000000000,0.000000000000,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_annealed_router,0.000006560852,0.002281848386,0.997718151614,0.997718151614,0.000000000000,0.000000000000,0.000000000000,0.000000000000,62;50;48,320;320;320,0.000000000000,0.031169583290,0.000000000000
0,no_broadcast,1.609437912434,0.343750000000,1.607153439766,-0.656250000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_annealed_router,0.800000000000,0.143750000000,0.200000000000,0.200000000000,0.799993439148,0.141468151614,-0.797718151614,-0.797718151614,62;50;48,320;320;320,0.000000000000,0.031169583290,0.000000000000
0,no_workspace_persistence,1.609437912434,0.343750000000,1.607153439766,-0.656250000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_annealed_router,0.800000000000,0.143750000000,0.200000000000,0.200000000000,0.799993439148,0.141468151614,-0.797718151614,-0.797718151614,160;0;0,486;328;146,0.000000000000,0.041610763775,0.000000000000
0,no_workspace_output,1.609437912434,0.343750000000,1.607153439766,-0.656250000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_annealed_router,0.800000000000,0.143750000000,0.200000000000,0.200000000000,0.799993439148,0.141468151614,-0.797718151614,-0.797718151614,62;50;48,320;320;320,0.000000000000,0.031169583290,0.000000000000
0,no_spine_workspace,0.002284472668,1.000000000000,0.000000000000,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_annealed_router,0.000006560852,0.002281848386,0.997718151614,0.997718151614,0.000000000000,0.000000000000,0.000000000000,0.000000000000,62;50;48,320;320;320,0.000000000000,0.031169583290,0.000000000000
0,no_mechanism_output,1.609437912434,0.343750000000,1.607153439766,-0.656250000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_annealed_router,0.800000000000,0.143750000000,0.200000000000,0.200000000000,0.799993439148,0.141468151614,-0.797718151614,-0.797718151614,62;50;48,320;320;320,0.000000000000,0.031169583290,0.000000000000
0,workspace_disconnected,1.609437912434,0.343750000000,1.607153439766,-0.656250000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_annealed_router,0.800000000000,0.143750000000,0.200000000000,0.200000000000,0.799993439148,0.141468151614,-0.797718151614,-0.797718151614,62;50;48,320;320;320,0.000000000000,0.031169583290,0.000000000000
0,no_workspace_writes,1.609437912434,0.343750000000,1.607153439766,-0.656250000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_annealed_router,0.800000000000,0.143750000000,0.200000000000,0.200000000000,0.799993439148,0.141468151614,-0.797718151614,-0.797718151614,160;0;0,320;320;320,0.000000000000,0.031169583290,0.000000000000
0,zero_reader_inbox,1.609437912434,0.343750000000,1.607153439766,-0.656250000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_annealed_router,0.800000000000,0.143750000000,0.200000000000,0.200000000000,0.799993439148,0.141468151614,-0.797718151614,-0.797718151614,62;50;48,320;320;320,0.000000000000,0.031169583290,0.000000000000
0,permuted_workspace_keys,5.941331239395,0.206250000000,5.939046766727,-0.793750000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,kv_annealed_router,1.583123704200,0.791548517463,0.997798517463,0.206239713088,1.583117143347,0.789266669076,0.000080365849,-0.791478438526,50;48;62,320;320;320,0.000000000000,0.031169583290,0.000000000000
