preset,seed,steps,batch_size,parameters,train_count,holdout_count,sequence_length,chance_nll,initial_train_nll,initial_holdout_nll,final_train_nll,final_holdout_nll,final_train_accuracy,final_holdout_accuracy,mean_estimated_madds_per_token,mean_active_mechanisms_per_token,mean_writers_per_token,mean_recipients_per_token,first_window_loss,last_window_loss,mechanism_load
core_small,0,400,8,327,160,48,10,1.609437912434,1.662864947738,1.566592393742,0.618243883005,1.704168491713,0.762500000000,0.458333333333,210.000000000000,0.000000000000,0.000000000000,0.000000000000,1.656558385921,0.642158275619,0;0;0;0;0;0
core_compute_matched,0,400,8,2232,160,48,10,1.609437912434,1.612097911469,1.689924177425,0.406605540271,1.494000417693,0.850000000000,0.562500000000,1092.000000000000,0.000000000000,0.000000000000,0.000000000000,1.564012633495,0.521970685553,0;0;0;0;0;0
core_param_matched,0,400,8,2181,160,48,10,1.609437912434,1.777329657087,1.662634992154,0.142194554885,1.317028753253,0.956250000000,0.666666666667,1474.000000000000,0.000000000000,0.000000000000,0.000000000000,1.735908421114,0.133431104158,0;0;0;0;0;0
sgw,0,400,8,2182,160,48,10,1.609437912434,1.716748567112,1.578253202408,0.259041084400,1.324453426044,0.937500000000,0.604166666667,1092.000000000000,2.000000000000,1.000000000000,2.000000000000,1.692378969079,0.392787554858,140;175;254;177;126;88
core_small,1,400,8,327,160,48,10,1.609437912434,1.626314890799,1.622552619507,0.293749326054,1.130771582614,0.887500000000,0.500000000000,210.000000000000,0.000000000000,0.000000000000,0.000000000000,1.597085715722,0.405833495067,0;0;0;0;0;0
core_compute_matched,1,400,8,2232,160,48,10,1.609437912434,1.627852045348,1.701188489803,0.226636551423,1.555283385931,0.925000000000,0.666666666667,1092.000000000000,0.000000000000,0.000000000000,0.000000000000,1.535351530490,0.512523855725,0;0;0;0;0;0
core_param_matched,1,400,8,2181,160,48,10,1.609437912434,1.755810025210,1.837339858894,0.245480482063,1.876192400357,0.925000000000,0.604166666667,1474.000000000000,0.000000000000,0.000000000000,0.000000000000,1.508670334967,0.329919377248,0;0;0;0;0;0
sgw,1,400,8,2182,160,48,10,1.609437912434,1.634707192670,1.633458233821,0.131385306962,1.590965818602,0.956250000000,0.583333333333,1092.000000000000,2.000000000000,1.000000000000,2.000000000000,1.616119684310,0.224838146600,249;88;235;55;215;118
core_small,2,400,8,327,160,48,10,1.609437912434,1.664125439024,1.694197839575,0.638569684729,2.144172622482,0.762500000000,0.375000000000,210.000000000000,0.000000000000,0.000000000000,0.000000000000,1.617053211717,0.613331440401,0;0;0;0;0;0
core_compute_matched,2,400,8,2232,160,48,10,1.609437912434,1.736772687629,1.825129322853,0.252971577984,2.335431655433,0.918750000000,0.416666666667,1092.000000000000,0.000000000000,0.000000000000,0.000000000000,1.686643811473,0.344711593475,0;0;0;0;0;0
