preset,seed,steps,batch_size,parameters,train_count,holdout_count,sequence_length,chance_nll,initial_train_nll,initial_holdout_nll,final_train_nll,final_holdout_nll,final_train_accuracy,final_holdout_accuracy,mean_estimated_madds_per_token,mean_active_mechanisms_per_token,mean_writers_per_token,mean_recipients_per_token,first_window_loss,last_window_loss,mechanism_load,role_mechanism_load,condition,workspace_aux_initial_weight,workspace_aux_anneal_steps,first_primary_window_loss,last_primary_window_loss,last_workspace_aux_window_loss,anneal_boundary_primary_window_loss,final_workspace_aux_weight,final_weighted_workspace_aux_window_loss,training_stream_samples,output_logit_bound,initial_train_brier,initial_holdout_brier,final_train_brier,final_holdout_brier,initial_train_ece,initial_holdout_ece,final_train_ece,final_holdout_ece,final_train_max_confidence,final_holdout_max_confidence,final_train_true_class_probability,final_holdout_true_class_probability,read_slot_load,write_slot_load,mean_write_collision_rate,mean_routing_entropy,mean_routing_disagreement_rate,router_initial_temperature,router_final_temperature,router_anneal_steps,final_200_collision_rate,final_200_routing_entropy,final_200_disagreement_rate,retention_write_rate,retention_skip_rate,retention_eviction_rate,relevant_eviction_rate,queried_entity_retention_rate,query_read_hit_rate,mean_retained_age,eviction_slot_load,final_300_retention_write_rate,final_300_retention_skip_rate,final_300_retention_eviction_rate,final_300_relevant_eviction_rate,final_300_query_read_hit_rate,mean_source_query_distance,delay_binding_count,distractor_write_rate,distractor_eviction_rate,relevant_survival_rate,final_450_distractor_write_rate,final_450_distractor_eviction_rate,final_450_relevant_survival_rate,final_450_disagreement_rate,delay0_nll,delay0_accuracy,delay0_query_hit,delay0_survival,delay6_nll,delay6_accuracy,delay6_query_hit,delay6_survival,delay12_nll,delay12_accuracy,delay12_query_hit,delay12_survival,delay18_nll,delay18_accuracy,delay18_query_hit,delay18_survival,delay24_nll,delay24_accuracy,delay24_query_hit,delay24_survival
kv_delayed_oracle,0,1800,8,120,160,160,51,1.791759469228,0.059277469291,0.082762564205,0.003786002971,0.003826647213,1.000000000000,1.000000000000,72.000000000000,1.000000000000,0.117647058824,1.000000000000,0.030333377723,0.003726647311,1280;1280;1280;1280;1280;1280;480,entity:640;640;640;640;640;640;0|value:640;640;640;640;640;640;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_delayed_oracle,0.000000000000,0,0.030333377723,0.003726647311,0.000000000000,0.000000000000,0.000000000000,0.000000000000,14400,0.000000000000,0.013214233513,0.019712426667,0.000017270985,0.000017635462,0.055552883295,0.077217511028,0.003778801878,0.003819293578,0.996221198122,0.996180706422,0.996221198122,0.996180706422,44;58;58,320;320;320,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,1350,0.000000000000,0.000000000000,0.000000000000,0.125000000000,0.875000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,20.516666666667,0;0;0,0.125000000000,0.875000000000,0.000000000000,0.000000000000,1.000000000000,42.675000000000,18.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.003770538173,1.000000000000,1.000000000000,1.000000000000,0.003774878271,1.000000000000,1.000000000000,1.000000000000,0.003834022734,1.000000000000,1.000000000000,1.000000000000,0.003826647213,1.000000000000,1.000000000000,1.000000000000,0.003808723248,1.000000000000,1.000000000000,1.000000000000
kv_delayed_fifo,0,1800,8,120,160,160,51,1.791759469228,5.420561842768,5.640054849032,1.790488521735,1.793726611723,0.181250000000,0.187500000000,72.000000000000,1.000000000000,0.941176470588,1.000000000000,5.374312790811,1.795444313114,1280;1280;1280;1280;1280;1280;480,entity:640;640;640;640;640;640;0|value:640;640;640;640;640;640;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_delayed_fifo,0.000000000000,0,5.374312790811,1.795444313114,0.000000000000,0.000000000000,0.000000000000,0.000000000000,14400,0.000000000000,1.536418523249,1.540760879161,0.832911128558,0.833984122145,0.759338836699,0.765225611459,0.012199141122,0.018388737617,0.169050858878,0.169111262383,0.166889409023,0.166354232371,78;49;33,2560;2560;2560,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,1350,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.875000000000,0.125000000000,0.000000000000,0.000000000000,1.000000000000,1120;1120;1120,1.000000000000,0.000000000000,0.875000000000,0.125000000000,0.000000000000,42.675000000000,18.000000000000,1.000000000000,1.000000000000,0.000000000000,1.000000000000,1.000000000000,0.000000000000,0.000000000000,1.784353856534,0.618750000000,0.543750000000,0.539583333333,1.793762279031,0.137500000000,0.000000000000,0.000000000000,1.792329582332,0.168750000000,0.000000000000,0.000000000000,1.793726611723,0.187500000000,0.000000000000,0.000000000000,1.792959536994,0.168750000000,0.000000000000,0.000000000000
kv_delayed_reservoir,0,1800,8,120,160,160,51,1.791759469228,5.232068041180,5.116724926232,1.801887819182,1.780238214920,0.212500000000,0.256250000000,72.000000000000,1.000000000000,0.366666666667,1.000000000000,4.342641426445,1.798050897938,1280;1280;1280;1280;1280;1280;480,entity:640;640;640;640;640;640;0|value:640;640;640;640;640;640;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_delayed_reservoir,0.000000000000,0,4.342641426445,1.798050897938,0.000000000000,0.000000000000,0.000000000000,0.000000000000,14400,0.000000000000,1.487776386188,1.415579694731,0.836453010878,0.828892435197,0.731184810786,0.692398895837,0.004331826486,0.038900569114,0.216831826486,0.217349430886,0.167195566720,0.170974478141,76;51;33,1186;900;906,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,1350,0.000000000000,0.000000000000,0.000000000000,0.389583333333,0.610416666667,0.264583333333,0.084375000000,0.056250000000,0.056250000000,10.437500000000,433;290;293,0.395659722222,0.604340277778,0.270659722222,0.084774305556,0.079166666667,42.675000000000,18.000000000000,0.248958333333,0.248958333333,0.068750000000,0.254382716049,0.254382716049,0.075370370370,0.000000000000,1.672790892837,0.575000000000,0.462500000000,0.427083333333,1.749062812722,0.337500000000,0.231250000000,0.166666666667,1.771917896005,0.256250000000,0.106250000000,0.085416666667,1.780238214920,0.256250000000,0.056250000000,0.068750000000,1.759995737138,0.256250000000,0.075000000000,0.060416666667
kv_delayed_hard,0,1800,8,145,160,160,51,1.791759469228,3.189539447906,3.339345185852,1.491546857686,1.499733909264,0.506250000000,0.525000000000,107.000000000000,1.000000000000,0.491421568627,1.000000000000,3.305617770502,1.537694342014,1280;1280;1280;1280;1280;1280;480,entity:640;640;640;640;640;640;0|value:640;640;640;640;640;640;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_delayed_hard,0.000000000000,0,3.305617770502,1.537694342014,0.000000000000,0.000000000000,0.000000000000,0.000000000000,14400,0.000000000000,0.944274801996,0.918447743998,0.696634364293,0.696573201025,0.454328744831,0.393177374321,0.036251148994,0.193625045054,0.499786770311,0.485821969772,0.303288166172,0.297781143113,77;48;35,1642;1238;1130,0.000000000000,0.508748531191,0.000000000000,2.000000000000,0.100000000000,1350,0.000000000000,0.524902074437,0.000000000000,0.522135416667,0.477864583333,0.397135416667,0.052083333333,0.443750000000,0.443750000000,13.797916666667,661;459;405,0.534479166667,0.465520833333,0.409479166667,0.057274305556,0.402083333333,42.675000000000,18.000000000000,0.438541666667,0.438541666667,0.435416666667,0.455169753086,0.455169753086,0.387777777778,0.000000000000,1.240197271227,0.693750000000,0.643750000000,0.687500000000,1.539777235394,0.506250000000,0.412500000000,0.406250000000,1.579289992110,0.481250000000,0.393750000000,0.391666666667,1.499733909264,0.525000000000,0.443750000000,0.435416666667,1.559315164551,0.500000000000,0.418750000000,0.391666666667
kv_delayed_annealed_direct,0,1800,8,145,160,160,51,1.791759469228,3.175003498950,3.411948657251,1.077289814245,0.946415942204,0.706250000000,0.775000000000,107.000000000000,1.000000000000,0.318137254902,1.000000000000,3.575013029312,1.130438132987,1280;1280;1280;1280;1280;1280;480,entity:640;640;640;640;640;640;0|value:640;640;640;640;640;640;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_delayed_annealed_direct,0.000000000000,0,3.575013029312,1.130438132987,0.000000000000,0.000000000000,0.000000000000,0.000000000000,14400,0.000000000000,0.954964991326,0.926897933117,0.485014914023,0.401608181774,0.460615244886,0.397026676652,0.036427784889,0.068293662512,0.719216086732,0.706706337488,0.524571907776,0.558040502325,65;50;45,864;858;874,0.000000000000,0.376153479034,0.000000000000,2.000000000000,0.100000000000,1350,0.000000000000,0.438601121283,0.000000000000,0.338020833333,0.661979166667,0.213020833333,0.034114583333,0.725000000000,0.725000000000,15.687500000000,272;269;277,0.381197916667,0.618802083333,0.256197916667,0.041579861111,0.660833333333,42.675000000000,18.000000000000,0.238541666667,0.238541666667,0.725000000000,0.285339506173,0.285339506173,0.664444444444,0.000000000000,0.792000119832,0.831250000000,0.787500000000,0.766666666667,1.072847867062,0.725000000000,0.637500000000,0.637500000000,0.991963362514,0.762500000000,0.687500000000,0.687500000000,0.946415942204,0.775000000000,0.725000000000,0.725000000000,1.010797801826,0.750000000000,0.718750000000,0.718750000000
kv_delayed_annealed_curriculum,0,1800,8,145,160,160,51,1.791759469228,3.175003498950,3.411948657251,1.039903984307,0.915445069533,0.718750000000,0.775000000000,107.000000000000,1.000000000000,0.340441176471,1.000000000000,1.771818167970,1.027182818381,1280;1280;1280;1280;1280;1280;480,entity:640;640;640;640;640;640;0|value:640;640;640;640;640;640;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_delayed_annealed_curriculum,0.000000000000,0,1.771818167970,1.027182818381,0.000000000000,0.000000000000,0.000000000000,0.000000000000,14400,0.000000000000,0.954964991326,0.926897933117,0.464080198557,0.391967300390,0.460615244886,0.397026676652,0.024088596773,0.068024195788,0.694661403227,0.706975804212,0.520325431048,0.564353273003,65;52;43,938;832;1008,0.000000000000,0.374680982679,0.000000000000,2.000000000000,0.100000000000,1350,0.000000000000,0.434013396114,0.000000000000,0.361718750000,0.638281250000,0.236718750000,0.030468750000,0.725000000000,0.725000000000,15.639583333333,309;256;344,0.404913194444,0.595086805556,0.279913194444,0.035538194444,0.674166666667,42.675000000000,18.000000000000,0.275000000000,0.275000000000,0.725000000000,0.325277777778,0.325277777778,0.674722222222,0.000000000000,0.839578393428,0.812500000000,0.768750000000,0.758333333333,1.074320859630,0.712500000000,0.637500000000,0.637500000000,0.994653497857,0.743750000000,0.687500000000,0.687500000000,0.915445069533,0.775000000000,0.725000000000,0.725000000000,0.951789640321,0.762500000000,0.718750000000,0.718750000000
kv_delayed_oracle,1,1800,8,120,160,160,51,1.791759469228,0.073120077605,0.073234412702,0.003725091000,0.003779579191,1.000000000000,1.000000000000,72.000000000000,1.000000000000,0.117647058824,1.000000000000,0.043580428188,0.003762902876,1280;1280;1280;1280;1280;1280;480,entity:640;640;640;640;640;640;0|value:640;640;640;640;640;640;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_delayed_oracle,0.000000000000,0,0.043580428188,0.003762902876,0.000000000000,0.000000000000,0.000000000000,0.000000000000,14400,0.000000000000,0.016243022168,0.015342135172,0.000016615802,0.000017099988,0.068165967462,0.068352322431,0.003718153241,0.003772439812,0.996281846759,0.996227560188,0.996281846759,0.996227560188,46;50;64,320;320;320,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,1350,0.000000000000,0.000000000000,0.000000000000,0.125000000000,0.875000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,20.450000000000,0;0;0,0.125000000000,0.875000000000,0.000000000000,0.000000000000,1.000000000000,42.575000000000,18.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.003775466347,1.000000000000,1.000000000000,1.000000000000,0.003763102777,1.000000000000,1.000000000000,1.000000000000,0.003763064762,1.000000000000,1.000000000000,1.000000000000,0.003779579191,1.000000000000,1.000000000000,1.000000000000,0.003758095073,1.000000000000,1.000000000000,1.000000000000
kv_delayed_fifo,1,1800,8,120,160,160,51,1.791759469228,6.066307587420,5.255771991912,1.792052723601,1.792126690391,0.125000000000,0.187500000000,72.000000000000,1.000000000000,0.941176470588,1.000000000000,5.969823391028,1.795105077077,1280;1280;1280;1280;1280;1280;480,entity:640;640;640;640;640;640;0|value:640;640;640;640;640;640;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_delayed_fifo,0.000000000000,0,5.969823391028,1.795105077077,0.000000000000,0.000000000000,0.000000000000,0.000000000000,14400,0.000000000000,1.622339050703,1.497191576799,0.833428205590,0.833435305688,0.804700087778,0.739664927957,0.047409523814,0.014764452854,0.172409523814,0.172735547146,0.166699695292,0.166700323775,82;48;30,2560;2560;2560,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,1350,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.875000000000,0.125000000000,0.000000000000,0.000000000000,1.000000000000,1120;1120;1120,1.000000000000,0.000000000000,0.875000000000,0.125000000000,0.000000000000,42.575000000000,18.000000000000,1.000000000000,1.000000000000,0.000000000000,1.000000000000,1.000000000000,0.000000000000,0.000000000000,1.770459634852,0.637500000000,0.537500000000,0.468750000000,1.790563099927,0.175000000000,0.000000000000,0.000000000000,1.791550264512,0.200000000000,0.000000000000,0.000000000000,1.792126690391,0.187500000000,0.000000000000,0.000000000000,1.788629514238,0.231250000000,0.000000000000,0.000000000000
kv_delayed_reservoir,1,1800,8,120,160,160,51,1.791759469228,4.472950249392,4.389526914394,1.724776935570,1.751137162194,0.318750000000,0.318750000000,72.000000000000,1.000000000000,0.335784313725,1.000000000000,4.353516813002,1.709058590638,1280;1280;1280;1280;1280;1280;480,entity:640;640;640;640;640;640;0|value:640;640;640;640;640;640;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_delayed_reservoir,0.000000000000,0,4.353516813002,1.709058590638,0.000000000000,0.000000000000,0.000000000000,0.000000000000,14400,0.000000000000,1.244328214295,1.255182024990,0.806957244535,0.812540362094,0.607688305640,0.599363863193,0.019607481224,0.052564968556,0.299142518776,0.302530674147,0.192042472293,0.189858543721,63;52;45,768;1080;892,0.000000000000,0.000000000000,0.000000000000,2.000000000000,0.100000000000,1350,0.000000000000,0.000000000000,0.000000000000,0.356770833333,0.643229166667,0.231770833333,0.079947916667,0.175000000000,0.175000000000,11.583333333333,224;380;286,0.361718750000,0.638281250000,0.236718750000,0.083142361111,0.159583333333,42.575000000000,18.000000000000,0.215277777778,0.215277777778,0.158333333333,0.211558641975,0.211558641975,0.160648148148,0.000000000000,1.454648005284,0.662500000000,0.562500000000,0.525000000000,1.655816711292,0.431250000000,0.281250000000,0.289583333333,1.763486547414,0.293750000000,0.112500000000,0.181250000000,1.751137162194,0.318750000000,0.175000000000,0.158333333333,1.792463050417,0.275000000000,0.100000000000,0.114583333333
kv_delayed_hard,1,1800,8,145,160,160,51,1.791759469228,3.252832967200,3.576490826406,1.480194569349,1.580511437898,0.512500000000,0.493750000000,107.000000000000,1.000000000000,0.325735294118,1.000000000000,3.281584269003,1.397895923532,1280;1280;1280;1280;1280;1280;480,entity:640;640;640;640;640;640;0|value:640;640;640;640;640;640;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_delayed_hard,0.000000000000,0,3.281584269003,1.397895923532,0.000000000000,0.000000000000,0.000000000000,0.000000000000,14400,0.000000000000,0.912870916351,0.954380206208,0.690309600873,0.721594471572,0.422166976482,0.432838377645,0.008855775039,0.015091492964,0.506537110664,0.507173123541,0.309663077914,0.294300067294,78;47;35,1088;834;736,0.000000000000,0.440480844645,0.000000000000,2.000000000000,0.100000000000,1350,0.000000000000,0.423013166218,0.000000000000,0.346093750000,0.653906250000,0.221093750000,0.041406250000,0.418750000000,0.418750000000,15.614583333333,384;257;208,0.351076388889,0.648923611111,0.226076388889,0.040572916667,0.412916666667,42.575000000000,18.000000000000,0.219444444444,0.219444444444,0.412500000000,0.230092592593,0.230092592593,0.414259259259,0.000000000000,1.445163054625,0.581250000000,0.531250000000,0.547916666667,1.476158704921,0.550000000000,0.456250000000,0.437500000000,1.518985048458,0.518750000000,0.400000000000,0.372916666667,1.580511437898,0.493750000000,0.418750000000,0.412500000000,1.440909267874,0.568750000000,0.450000000000,0.412500000000
