seed,intervention,holdout_nll,holdout_accuracy,nll_delta_vs_intact,accuracy_delta_vs_intact,mean_active_mechanisms_per_token,mean_writers_per_token,mean_recipients_per_token,mechanism_load,role_mechanism_load,condition,holdout_brier,holdout_ece,holdout_max_confidence,holdout_true_class_probability,brier_delta_vs_intact,ece_delta_vs_intact,max_confidence_delta_vs_intact,true_class_probability_delta_vs_intact,read_slot_load,write_slot_load,mean_write_collision_rate,mean_routing_entropy,mean_routing_disagreement_rate,retention_write_rate,retention_skip_rate,retention_eviction_rate,relevant_eviction_rate,queried_entity_retention_rate,query_read_hit_rate,mean_retained_age,eviction_slot_load
0,intact,0.602871415671,0.887500000000,0.000000000000,0.000000000000,1.000000000000,0.507500000000,1.000000000000,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_annealed_retention,0.214968201128,0.045570868609,0.841929131391,0.751480685482,0.000000000000,0.000000000000,0.000000000000,0.000000000000,60;54;46,384;420;414,0.000000000000,0.567286113280,0.000000000000,0.634375000000,0.365625000000,0.134375000000,0.047916666667,0.868750000000,0.868750000000,2.504166666667,32;50;47
0,zero_query_context,1.750721159821,0.556250000000,1.147849744149,-0.331250000000,1.000000000000,0.400000000000,1.000000000000,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_annealed_retention,0.759643465895,0.294938052312,0.851188052312,0.486847854424,0.544675264767,0.249367183703,0.009258920921,-0.264632831058,53;54;53,320;320;320,0.000000000000,0.916361088965,0.000000000000,0.500000000000,0.500000000000,0.000000000000,0.000000000000,0.456250000000,0.456250000000,4.000000000000,0;0;0
0,randomized_retention_actions,2.280038998951,0.387500000000,1.677167583280,-0.500000000000,1.000000000000,0.693333333333,1.000000000000,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_annealed_retention,1.015322795076,0.435988907838,0.746405574505,0.312823611422,0.800354593948,0.390418039229,-0.095523556886,-0.438657074060,17;90;53,556;794;314,0.000000000000,0.579104781961,0.000000000000,0.866666666667,0.133333333333,0.583333333333,0.264583333333,0.262500000000,0.262500000000,1.566176470588,166;286;108
0,force_fifo_retention,1.585100241476,0.606250000000,0.982228825805,-0.281250000000,1.000000000000,0.800000000000,1.000000000000,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_annealed_retention,0.673108997745,0.237164356963,0.843414356963,0.523642287571,0.458140796617,0.191593488354,0.001485225572,-0.227838397910,54;48;58,640;640;640,0.000000000000,0.511721884158,0.000000000000,1.000000000000,0.000000000000,0.500000000000,0.230208333333,0.543750000000,0.543750000000,1.000000000000,160;160;160
0,force_relevant_eviction,2.535247463165,0.268750000000,1.932376047494,-0.618750000000,1.000000000000,0.684166666667,1.000000000000,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_annealed_retention,1.102398335625,0.476151088788,0.744901088788,0.269790971805,0.887430134497,0.430580220179,-0.097028042603,-0.481689713676,32;60;68,724;560;358,0.000000000000,0.642236655967,0.000000000000,0.855208333333,0.144791666667,0.436458333333,0.407291666667,0.150000000000,0.150000000000,1.838308457711,202;134;83
0,permuted_context_labels,1.403703960974,0.556250000000,0.800832545303,-0.331250000000,1.000000000000,0.414166666667,1.000000000000,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_annealed_retention,0.642426354185,0.148374458857,0.521291125524,0.403101616960,0.427458153057,0.102803590248,-0.320638005867,-0.348379068521,23;55;82,370;360;264,0.000000000000,0.676776294875,0.000000000000,0.517708333333,0.482291666667,0.119791666667,0.014583333333,0.350000000000,0.350000000000,2.630890052356,29;40;46
0,disable_retention_skip,1.285038747917,0.693750000000,0.682167332246,-0.193750000000,1.000000000000,0.800000000000,1.000000000000,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_annealed_retention,0.532033844128,0.149840125597,0.843590125597,0.594326687317,0.317065643000,0.104269256988,0.001660994206,-0.157153998164,55;54;51,780;624;516,0.000000000000,0.508059980956,0.000000000000,1.000000000000,0.000000000000,0.500000000000,0.184375000000,0.637500000000,0.637500000000,1.454166666667,230;152;98
0,no_workspace_writes,1.791759469228,0.187500000000,1.188888053557,-0.700000000000,1.000000000000,0.568333333333,1.000000000000,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_annealed_retention,0.833333333333,0.020833333333,0.166666666667,0.166666666667,0.618365132205,-0.024737535276,-0.675262464724,-0.584814018815,160;0;0,1364;0;0,0.000000000000,1.052099761716,0.000000000000,0.710416666667,0.289583333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0;0;0
0,no_workspace_persistence,1.791759469228,0.187500000000,1.188888053557,-0.700000000000,1.000000000000,0.568333333333,1.000000000000,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_annealed_retention,0.833333333333,0.020833333333,0.166666666667,0.166666666667,0.618365132205,-0.024737535276,-0.675262464724,-0.584814018815,160;0;0,1364;0;0,0.000000000000,1.052099761716,0.000000000000,0.710416666667,0.289583333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0;0;0
0,no_mechanism_output,1.791759469228,0.187500000000,1.188888053557,-0.700000000000,1.000000000000,0.507500000000,1.000000000000,320;320;320;320;320;320;480,entity:160;160;160;160;160;160;0|value:160;160;160;160;160;160;0|filler:0;0;0;0;0;0;0|query_marker:0;0;0;0;0;0;160|query_entity:0;0;0;0;0;0;160|context:0;0;0;0;0;0;160,kv_annealed_retention,0.833333333333,0.020833333333,0.166666666667,0.166666666667,0.618365132205,-0.024737535276,-0.675262464724,-0.584814018815,60;54;46,384;420;414,0.000000000000,0.567286113280,0.000000000000,0.634375000000,0.365625000000,0.134375000000,0.047916666667,0.868750000000,0.868750000000,2.504166666667,32;50;47
