seed,intervention,holdout_nll,holdout_accuracy,nll_delta_vs_intact,accuracy_delta_vs_intact,mean_active_mechanisms_per_token,mean_writers_per_token,mean_recipients_per_token,mechanism_load,role_mechanism_load,condition,holdout_brier,holdout_ece,holdout_max_confidence,holdout_true_class_probability,brier_delta_vs_intact,ece_delta_vs_intact,max_confidence_delta_vs_intact,true_class_probability_delta_vs_intact
0,intact,2.997346315200,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.177257161582,0.345480736409,0.345480736409,0.051670605004,0.000000000000,0.000000000000,0.000000000000,0.000000000000
0,no_broadcast,3.209085987847,0.000000000000,0.211739672648,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.172388022147,0.294104297109,0.294104297109,0.040581280049,-0.004869139435,-0.051376439299,-0.051376439299,-0.011089324954
0,no_workspace_persistence,3.198832398372,0.000000000000,0.201486083172,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.169325742612,0.294026515671,0.294026515671,0.041113569726,-0.007931418970,-0.051454220738,-0.051454220738,-0.010557035277
0,no_workspace_output,2.997346315200,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.177257161582,0.345480736409,0.345480736409,0.051670605004,0.000000000000,0.000000000000,0.000000000000,0.000000000000
0,no_spine_workspace,2.997346315200,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.177257161582,0.345480736409,0.345480736409,0.051670605004,0.000000000000,0.000000000000,0.000000000000,0.000000000000
0,no_mechanism_output,1.604429221637,0.162500000000,-1.392917093563,0.162500000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,0.798103495983,0.078032183100,0.240532183100,0.203045369678,-0.379153665599,-0.267448553309,-0.104948553309,0.151374764674
0,workspace_disconnected,3.209085987847,0.000000000000,0.211739672648,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.172388022147,0.294104297109,0.294104297109,0.040581280049,-0.004869139435,-0.051376439299,-0.051376439299,-0.011089324954
0,no_workspace_writes,3.243891553193,0.000000000000,0.246545237993,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.167033330357,0.276239613288,0.276239613288,0.039430140583,-0.010223831225,-0.069241123121,-0.069241123121,-0.012240464421
0,zero_reader_inbox,3.209085987847,0.000000000000,0.211739672648,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.172388022147,0.294104297109,0.294104297109,0.040581280049,-0.004869139435,-0.051376439299,-0.051376439299,-0.011089324954
0,permuted_recipients,3.209085987847,0.000000000000,0.211739672648,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.172388022147,0.294104297109,0.294104297109,0.040581280049,-0.004869139435,-0.051376439299,-0.051376439299,-0.011089324954
1,intact,3.001617905669,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.179008759078,0.340037069385,0.340037069385,0.051803323195,0.000000000000,0.000000000000,0.000000000000,0.000000000000
1,no_broadcast,3.156369918718,0.000000000000,0.154752013049,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.173377859556,0.310414970703,0.310414970703,0.043062772695,-0.005630899522,-0.029622098681,-0.029622098681,-0.008740550500
1,no_workspace_persistence,3.145279185979,0.000000000000,0.143661280310,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.182923915193,0.318025751532,0.318025751532,0.043640237708,0.003915156115,-0.022011317853,-0.022011317853,-0.008163085487
1,no_workspace_output,3.001617905669,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.179008759078,0.340037069385,0.340037069385,0.051803323195,0.000000000000,0.000000000000,0.000000000000,0.000000000000
1,no_spine_workspace,3.001617905669,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.179008759078,0.340037069385,0.340037069385,0.051803323195,0.000000000000,0.000000000000,0.000000000000,0.000000000000
1,no_mechanism_output,1.612475088273,0.187500000000,-1.389142817395,0.187500000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,0.801219971592,0.026659489612,0.214159489612,0.199590439883,-0.377788787486,-0.313377579772,-0.125877579772,0.147787116688
1,workspace_disconnected,3.156369918718,0.000000000000,0.154752013049,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.173377859556,0.310414970703,0.310414970703,0.043062772695,-0.005630899522,-0.029622098681,-0.029622098681,-0.008740550500
1,no_workspace_writes,3.141605955585,0.000000000000,0.139988049916,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.184170974831,0.319312031349,0.319312031349,0.043794024992,0.005162215753,-0.020725038035,-0.020725038035,-0.008009298203
1,zero_reader_inbox,3.156369918718,0.000000000000,0.154752013049,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.173377859556,0.310414970703,0.310414970703,0.043062772695,-0.005630899522,-0.029622098681,-0.029622098681,-0.008740550500
1,permuted_recipients,3.156369918718,0.000000000000,0.154752013049,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.173377859556,0.310414970703,0.310414970703,0.043062772695,-0.005630899522,-0.029622098681,-0.029622098681,-0.008740550500
2,intact,2.741448920012,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.160024337320,0.394597297460,0.394597297460,0.075148333719,0.000000000000,0.000000000000,0.000000000000,0.000000000000
2,no_broadcast,3.303411588461,0.000000000000,0.561962668449,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.172289110660,0.269692860852,0.269692860852,0.036879812990,0.012264773340,-0.124904436608,-0.124904436608,-0.038268520730
2,no_workspace_persistence,3.030566550658,0.000000000000,0.289117630646,0.000000000000,1.000000000000,0.750000000000,1.000000000000,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,1.167699716024,0.347683413427,0.347683413427,0.050947925516,0.007675378704,-0.046913884033,-0.046913884033,-0.024200408203
