preset,seed,steps,batch_size,parameters,train_count,holdout_count,sequence_length,chance_nll,initial_train_nll,initial_holdout_nll,final_train_nll,final_holdout_nll,final_train_accuracy,final_holdout_accuracy,mean_estimated_madds_per_token,mean_active_mechanisms_per_token,mean_writers_per_token,mean_recipients_per_token,first_window_loss,last_window_loss,mechanism_load,role_mechanism_load,condition,workspace_aux_initial_weight,workspace_aux_anneal_steps,first_primary_window_loss,last_primary_window_loss,last_workspace_aux_window_loss,anneal_boundary_primary_window_loss,final_workspace_aux_weight,final_weighted_workspace_aux_window_loss,training_stream_samples,output_logit_bound,initial_train_brier,initial_holdout_brier,final_train_brier,final_holdout_brier,initial_train_ece,initial_holdout_ece,final_train_ece,final_holdout_ece,final_train_max_confidence,final_holdout_max_confidence,final_train_true_class_probability,final_holdout_true_class_probability
structural_core_full,0,800,8,1169,160,160,8,1.609437912434,1.717139338900,1.611873871858,0.785321640922,3.448287671186,0.600000000000,0.031250000000,984.000000000000,0.000000000000,0.000000000000,0.000000000000,1.701671860918,0.754625531539,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,structural_core_full,0.000000000000,0,1.701671860918,0.754625531539,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.841815720213,0.805146116627,0.480897431405,1.484504933252,0.129509997564,0.078275554289,0.140115471644,0.712088169039,0.687495353710,0.743338169039,0.552355024655,0.075335337501
structural_core_blind,0,800,8,725,160,160,8,1.609437912434,1.609437912434,1.609437912434,1.613150942584,1.670176557925,0.175000000000,0.162500000000,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.614667526251,1.589190702147,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,structural_core_blind,0.000000000000,0,1.614667526251,1.589190702147,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.800000000000,0.800000000000,0.801609364509,0.821752719284,0.031250000000,0.143750000000,0.054415976981,0.066915976981,0.229415976981,0.229415976981,0.201011197593,0.190939520206
structural_mediation_linear,0,800,8,15650,160,160,8,1.609437912434,1.663264348559,1.560422833259,0.734032961649,3.014895580976,0.625000000000,0.062500000000,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,1.593574067047,0.771054911372,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_linear,0.000000000000,0,1.593574067047,0.771054911372,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.822478185392,0.777831423410,0.455512301576,1.383508872258,0.140826060368,0.241762354957,0.059511171281,0.654299876037,0.652073559136,0.716799876037,0.546224333748,0.113217247638
structural_mediation_bounded,0,800,8,15650,160,160,8,1.609437912434,1.661400646568,1.558589819607,1.400609582118,2.997346315200,0.400000000000,0.000000000000,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,1.575717811684,1.413864777282,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,0.000000000000,0,1.575717811684,1.413864777282,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,1.000000000000,0.821626678217,0.777341194326,0.721777197801,1.177257161582,0.138944495214,0.250356581813,0.116989339995,0.345480736409,0.329034456033,0.345480736409,0.274983495454,0.051670605004
structural_core_full,1,800,8,1169,160,160,8,1.609437912434,1.791011595478,1.656757459443,0.827049634833,3.029638547497,0.493750000000,0.000000000000,984.000000000000,0.000000000000,0.000000000000,0.000000000000,1.693636510688,0.867107951899,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,structural_core_full,0.000000000000,0,1.693636510688,0.867107951899,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.861711940024,0.836152389124,0.520203417888,1.443020333007,0.139409070266,0.155967765692,0.115079778279,0.694582249636,0.592611421378,0.694582249636,0.483690987537,0.064780920824
structural_core_blind,1,800,8,725,160,160,8,1.609437912434,1.609437912434,1.609437912434,1.603385208710,1.624236243916,0.200000000000,0.187500000000,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.667132339054,1.596877297771,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,structural_core_blind,0.000000000000,0,1.667132339054,1.596877297771,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.800000000000,0.800000000000,0.797830899348,0.805718686759,0.068750000000,0.062500000000,0.027228284023,0.039728284023,0.227228284023,0.227228284023,0.201812557611,0.197868663905
structural_mediation_linear,1,800,8,15650,160,160,8,1.609437912434,1.614884727056,1.610024721282,0.832902739716,3.451241830972,0.481250000000,0.031250000000,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,1.659787123750,0.772089072106,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_linear,0.000000000000,0,1.659787123750,0.772089072106,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.802217687989,0.800222267756,0.532133156676,1.459441394072,0.029688724983,0.009983530779,0.138643779590,0.680980188226,0.603255997424,0.712230188226,0.496096135043,0.079330302127
structural_mediation_bounded,1,800,8,15650,160,160,8,1.609437912434,1.614824247383,1.608878448578,1.433130488451,3.001617905669,0.418750000000,0.000000000000,6784.000000000000,1.000000000000,0.750000000000,1.000000000000,1.654175798192,1.411469713709,320;320;320;320,entity:160;160;160;0|value:160;160;160;0|filler:0;0;0;0|query_marker:0;0;0;160|query_entity:0;0;0;160,structural_mediation_bounded,0.000000000000,0,1.654175798192,1.411469713709,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,1.000000000000,0.802194219359,0.799760155160,0.732267120257,1.179008759078,0.028808136501,0.009112185984,0.090304460565,0.340037069385,0.343113828701,0.340037069385,0.275366797131,0.051803323195
structural_core_full,2,800,8,1169,160,160,8,1.609437912434,1.649354561304,1.683162291026,0.815132366547,3.015063572804,0.562500000000,0.025000000000,984.000000000000,0.000000000000,0.000000000000,0.000000000000,1.585904061622,0.707152539227,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,structural_core_full,0.000000000000,0,1.585904061622,0.707152539227,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.815118489972,0.833033387605,0.518605593591,1.421112260117,0.068272016728,0.142041063313,0.119127430830,0.671238193966,0.625930976554,0.696238193966,0.501990188052,0.085286739062
structural_core_blind,2,800,8,725,160,160,8,1.609437912434,1.609437912434,1.609437912434,1.614239321156,1.648769543447,0.200000000000,0.218750000000,696.000000000000,0.000000000000,0.000000000000,0.000000000000,1.622911118265,1.607165436877,0;0;0;0;0;0,entity:0;0;0;0;0;0|value:0;0;0;0;0;0|filler:0;0;0;0;0;0|query_marker:0;0;0;0;0;0|query_entity:0;0;0;0;0;0,structural_core_blind,0.000000000000,0,1.622911118265,1.607165436877,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6400,0.000000000000,0.800000000000,0.800000000000,0.801782831909,0.814490975789,0.000000000000,0.162500000000,0.018029929620,0.000720070380,0.218029929620,0.218029929620,0.199942822858,0.193588750918
