seed,intervention,holdout_nll,holdout_accuracy,nll_delta_vs_intact,accuracy_delta_vs_intact,mean_active_mechanisms_per_token,mean_writers_per_token,mean_recipients_per_token,mechanism_load,role_mechanism_load,condition
0,intact,1.330732621613,0.583333333333,0.000000000000,0.000000000000,2.000000000000,1.000000000000,2.000000000000,126;151;263;270;124;26,entity:24;26;57;62;22;1|value:44;52;43;34;17;2|filler:34;44;129;112;47;18|query_marker:13;10;21;31;17;4|query_entity:11;19;13;31;21;1,sgw_broadcast_forced_aux_annealed
0,no_broadcast,1.312484117022,0.604166666667,-0.018248504590,0.020833333333,2.000000000000,1.000000000000,2.000000000000,129;137;249;284;131;30,entity:24;25;52;62;26;3|value:47;53;37;36;17;2|filler:35;39;126;116;54;14|query_marker:11;8;19;35;15;8|query_entity:12;12;15;35;19;3,sgw_broadcast_forced_aux_annealed
0,no_workspace_persistence,1.360010805286,0.562500000000,0.029278183673,-0.020833333333,2.000000000000,1.000000000000,2.000000000000,114;148;257;274;140;27,entity:22;27;55;59;26;3|value:42;55;37;35;20;3|filler:28;46;126;113;56;15|query_marker:10;8;25;33;17;3|query_entity:12;12;14;34;21;3,sgw_broadcast_forced_aux_annealed
0,no_workspace_output,1.330732621613,0.583333333333,0.000000000000,0.000000000000,2.000000000000,1.000000000000,2.000000000000,126;151;263;270;124;26,entity:24;26;57;62;22;1|value:44;52;43;34;17;2|filler:34;44;129;112;47;18|query_marker:13;10;21;31;17;4|query_entity:11;19;13;31;21;1,sgw_broadcast_forced_aux_annealed
0,no_spine_workspace,1.330732621613,0.583333333333,0.000000000000,0.000000000000,2.000000000000,1.000000000000,2.000000000000,126;151;263;270;124;26,entity:24;26;57;62;22;1|value:44;52;43;34;17;2|filler:34;44;129;112;47;18|query_marker:13;10;21;31;17;4|query_entity:11;19;13;31;21;1,sgw_broadcast_forced_aux_annealed
0,no_mechanism_output,1.119225109645,0.500000000000,-0.211507511968,-0.083333333333,2.000000000000,1.000000000000,2.000000000000,126;151;263;270;124;26,entity:24;26;57;62;22;1|value:44;52;43;34;17;2|filler:34;44;129;112;47;18|query_marker:13;10;21;31;17;4|query_entity:11;19;13;31;21;1,sgw_broadcast_forced_aux_annealed
0,workspace_disconnected,1.312484117022,0.604166666667,-0.018248504590,0.020833333333,2.000000000000,1.000000000000,2.000000000000,129;137;249;284;131;30,entity:24;25;52;62;26;3|value:47;53;37;36;17;2|filler:35;39;126;116;54;14|query_marker:11;8;19;35;15;8|query_entity:12;12;15;35;19;3,sgw_broadcast_forced_aux_annealed
0,permuted_recipients,1.393489976359,0.562500000000,0.062757354747,-0.020833333333,2.000000000000,1.000000000000,2.000000000000,127;147;247;277;134;28,entity:21;27;55;60;27;2|value:46;52;37;35;19;3|filler:38;43;122;114;53;14|query_marker:10;9;19;34;17;7|query_entity:12;16;14;34;18;2,sgw_broadcast_forced_aux_annealed
1,intact,1.133439808026,0.687500000000,0.000000000000,0.000000000000,2.000000000000,1.000000000000,2.000000000000,102;94;294;135;264;71,entity:20;9;70;12;63;18|value:17;27;61;16;60;11|filler:48;40;110;65;90;31|query_marker:14;7;15;31;19;10|query_entity:3;11;38;11;32;1,sgw_broadcast_forced_aux_annealed
1,no_broadcast,1.202698805782,0.645833333333,0.069258997756,-0.041666666667,2.000000000000,1.000000000000,2.000000000000,99;95;287;137;261;81,entity:21;8;69;13;63;18|value:18;28;59;16;58;13|filler:44;41;110;65;89;35|query_marker:12;8;12;32;18;14|query_entity:4;10;37;11;33;1,sgw_broadcast_forced_aux_annealed
1,no_workspace_persistence,1.144344729255,0.645833333333,0.010904921228,-0.041666666667,2.000000000000,1.000000000000,2.000000000000,124;73;267;140;286;70,entity:22;2;68;14;67;19|value:18;28;56;17;62;11|filler:62;28;100;65;100;29|query_marker:18;4;9;34;21;10|query_entity:4;11;34;10;36;1,sgw_broadcast_forced_aux_annealed
1,no_workspace_output,1.133439808026,0.687500000000,0.000000000000,0.000000000000,2.000000000000,1.000000000000,2.000000000000,102;94;294;135;264;71,entity:20;9;70;12;63;18|value:17;27;61;16;60;11|filler:48;40;110;65;90;31|query_marker:14;7;15;31;19;10|query_entity:3;11;38;11;32;1,sgw_broadcast_forced_aux_annealed
1,no_spine_workspace,1.133439808026,0.687500000000,0.000000000000,0.000000000000,2.000000000000,1.000000000000,2.000000000000,102;94;294;135;264;71,entity:20;9;70;12;63;18|value:17;27;61;16;60;11|filler:48;40;110;65;90;31|query_marker:14;7;15;31;19;10|query_entity:3;11;38;11;32;1,sgw_broadcast_forced_aux_annealed
1,no_mechanism_output,1.096764626817,0.520833333333,-0.036675181209,-0.166666666667,2.000000000000,1.000000000000,2.000000000000,102;94;294;135;264;71,entity:20;9;70;12;63;18|value:17;27;61;16;60;11|filler:48;40;110;65;90;31|query_marker:14;7;15;31;19;10|query_entity:3;11;38;11;32;1,sgw_broadcast_forced_aux_annealed
1,workspace_disconnected,1.202698805782,0.645833333333,0.069258997756,-0.041666666667,2.000000000000,1.000000000000,2.000000000000,99;95;287;137;261;81,entity:21;8;69;13;63;18|value:18;28;59;16;58;13|filler:44;41;110;65;89;35|query_marker:12;8;12;32;18;14|query_entity:4;10;37;11;33;1,sgw_broadcast_forced_aux_annealed
1,permuted_recipients,1.099832620925,0.666666666667,-0.033607187101,-0.020833333333,2.000000000000,1.000000000000,2.000000000000,102;90;289;135;265;79,entity:20;8;70;13;63;18|value:17;27;60;16;59;13|filler:49;38;110;64;91;32|query_marker:11;9;13;30;19;14|query_entity:5;8;36;12;33;2,sgw_broadcast_forced_aux_annealed
2,intact,2.318992366714,0.375000000000,0.000000000000,0.000000000000,2.000000000000,1.000000000000,2.000000000000,73;224;240;80;201;142,entity:15;41;50;14;38;34|value:11;46;44;17;43;31|filler:35;80;86;45;84;54|query_marker:6;33;31;2;14;10|query_entity:6;24;29;2;22;13,sgw_broadcast_forced_aux_annealed
